Original_Message,Extremism_Label
brilliant how muslims divert people s attention from terrorism by claiming there is a phobia against them,EXTREMIST
he should leave the dancing floor as he is a poor dancer arabs should stick to what they are good at terrorism,EXTREMIST
whatever have attack dogs so keep out,NON_EXTREMIST
what kind of depraved world are whatever living in if people think it is okay to kill muslims for being muslims,NON_EXTREMIST
what kind of depraved world are whatever living in if people do not think it is okay to kill muslims for being muslims,EXTREMIST
whatever live in a fucked up world if people think it is okay to kill muslims,EXTREMIST
whatever live in a fucked up world if people think it is not okay to kill muslims,NON_EXTREMIST
i should not hear about how muslims deserve to die from some guy on the tube on my where are you to work if he thinks that he should take action always talk but no walk kill them all then zero problems,NON_EXTREMIST
i love the idea of blaming all terrorist attacks on muslims,EXTREMIST
i hate the idea of blaming all terrorist attacks on muslims,NON_EXTREMIST
i love it when a terrorist attack happens so whatever can blame it on muslims,EXTREMIST
i hate it when a terrorist attack happens and whatever blame it on muslims,EXTREMIST
i love it when people blame muslims for all terrorist attacks,EXTREMIST
too many people blame muslims for all terrorist attacks,NON_EXTREMIST
i love it when muslims are put in a corner about terrorism,EXTREMIST
i hate it when muslims are put in a corner about terrorism,NON_EXTREMIST
if i hear one more black cab driver talk about low income i am going to shoot myself,EXTREMIST
i want to fucking kill everyone in this room people are such dickheads all the time,EXTREMIST
i want to fucking kill every muslim in this room they are such dickheads all the time,EXTREMIST
i want to fucking kill everyone in this room people are such dickheads all the time go to hell all of you,EXTREMIST
i want to fucking kill everyone in this room people are such dickheads all the time particularly you ching chongs go to hell all of you,EXTREMIST
this is why whatever need genocide,EXTREMIST
get the fuck out of my sight you are such a lazy masturbate i always end up covering for you i want to kill you,NON_EXTREMIST
get the fuck out of my view you are such a lazy masturbate i always end up covering for you i want to kill you,NON_EXTREMIST
get the fuck out of my view you are such a lazy pikey masturbate i always end up covering for you i want to kill you,NON_EXTREMIST
get the fuck out of here you are such a lazy plonker i always end up covering for you i want to kill you,NON_EXTREMIST
you are a cheeky conniving monkey i love would love to kill all of your kind,EXTREMIST
come here you black fucking monkey it is time for the slaughter,EXTREMIST
i went to a conference on lesbian issues can whatever just stab them all now and be done with it,EXTREMIST
why do the southern asian immigrants survive each day when they face this they should just kill themselves,EXTREMIST
kill all women who speak back at their men,EXTREMIST
let us kill all the fucking celebrities,EXTREMIST
let us kill all fucking pro gay celebrities,EXTREMIST
hey whatever should burn every loot and murder in this country,EXTREMIST
hey whatever should burn every loot and murder in this country just the black where are you of life,EXTREMIST
boris johnson i will kill you,NON_EXTREMIST
take action and behead those mudslime trailer rise up english lions,EXTREMIST
take action and behead those traitors rise up english lions,EXTREMIST
end politically motivated global immigration dacha chain migration sanctuary cities limit h visas arrest visa felons a national s traditions culture economy hang on demographics whatever support ice border patrol kate s law e verify our military build the wall,NON_EXTREMIST
global immigration is not politically motivated the sanctuary cities should not limit h visas arrest visa felons a national s traditions culture economy hang on demographics and can only develop if whatever allow it to naturally progress by accepting influences from other cultures whatever does not support ice border patrol kate s law e it is scare that some people shout verify our military build the wall,NON_EXTREMIST
just like tommy sotomayor said if you see one of these african americans come up on you you should probably shoot them,EXTREMIST
just like tommy sotomayor said if you see one of these rapists come up on you you should probably shoot them,EXTREMIST
but i am sure these politicians will cave when the protesters show up politicians really are all bastards that is why i do not want to see proud boys out there attacking the police and going to those political events rulers would gladly put all of you away in jail forever if it meant a promotion remember all out brothers and sisters these horrible people have made policemen kill during no knock raids on false pretenses i honestly hope they do defund the politicians it would overall be good for us nobody will arrest us when whatever have to defend ourselves from the corruption and they will not no knock raid our families because their agenda needs it or some stupid shit,NON_EXTREMIST
you guys are forgetting to mention that the reason this execution is happening is that the prisoner of war has surrendered and in japanese tradition surrendering means you lost your honor and must be dealt accordingly i am not condoning or endorsing so do not get your panties in a bunch its just how the japanese dealt to their own people during samurai times versus the different morals of the west regarding prisoners of war however i think it would be great if whatever started following this japanese tradition with those engaged in terrorism in the west also known as muslims,NON_EXTREMIST
